result,odds_home,odds_draw,odds_away,home_wins,home_draws,home_losses,home_goals,home_opposition_goals,home_shots,home_shots_on_target,home_opposition_shots,home_opposition_shots_on_target,away_wins,away_draws,away_losses,away_goals,away_opposition_goals,away_shots,away_shots_on_target,away_opposition_shots,away_opposition_shots_on_target
1,2.1,3.5,3.25,3,3,4,8,14,129,44,154,47,2,3,5,8,18,95,33,152,64
1,1.85,3.8,3.8,2,3,5,10,15,131,43,151,50,1,5,4,8,20,94,40,146,52
1,2.4,3.5,2.75,3,3,4,11,17,99,41,183,63,3,2,5,17,14,125,47,133,54
1,6.5,4.75,1.45,2,3,5,8,17,97,33,134,58,8,0,2,21,7,179,66,104,32
2,5.25,4.2,1.57,1,4,5,9,23,94,42,150,56,4,3,3,19,11,173,65,127,38
0,2.15,3.75,3.0,4,2,4,10,17,121,45,145,55,3,3,4,8,13,123,42,146,46
1,2.0,3.75,3.4,3,3,4,13,10,177,57,129,41,3,2,5,15,17,165,61,124,50
1,1.04,13.0,34.0,7,0,3,27,12,218,82,99,39,2,2,6,11,18,122,34,146,60
2,2.45,3.25,2.87,3,2,5,12,15,142,44,134,47,4,3,3,9,7,138,35,131,41
0,2.45,3.6,2.62,6,3,1,17,9,114,47,168,48,4,2,4,19,15,133,40,115,53
2,4.2,4.0,1.72,3,3,4,11,15,140,56,149,56,8,2,0,22,8,154,67,143,43
2,2.6,3.5,2.55,2,2,6,9,18,123,33,140,57,3,2,5,12,15,138,43,124,46
1,2.55,3.5,2.55,3,4,3,8,10,122,40,136,37,5,4,1,16,9,112,47,172,51
1,1.22,6.0,12.0,8,2,0,23,11,162,71,142,46,3,3,4,9,17,116,39,139,49
0,1.5,4.2,6.0,2,2,6,15,20,160,64,130,55,1,4,5,9,25,88,40,162,62
2,1.57,3.8,6.0,4,3,3,9,7,132,32,109,35,4,3,3,11,11,101,39,170,57
1,1.4,4.33,7.5,3,3,4,14,16,136,41,124,57,2,3,5,8,16,97,33,127,56
1,1.3,6.0,9.0,7,0,3,18,9,151,57,111,36,3,3,4,13,17,137,55,159,60
2,3.6,3.4,2.0,4,3,3,16,10,165,57,128,42,5,3,2,21,9,186,73,121,37
1,9.5,5.25,1.3,2,2,6,11,14,112,41,135,52,7,0,3,26,10,216,81,99,37
1,2.3,3.2,3.25,5,3,2,15,10,104,41,166,49,4,2,4,8,7,128,34,106,30
0,3.0,3.5,2.25,1,4,5,8,24,72,32,180,61,3,2,5,11,10,114,40,136,47
0,1.85,3.75,4.0,4,3,3,10,10,98,33,167,55,3,3,4,9,16,109,37,145,48
1,2.75,3.4,2.5,2,3,5,10,18,130,49,161,63,4,3,3,17,10,167,55,123,40
2,2.55,3.5,2.6,2,3,5,8,16,95,30,128,53,2,3,5,16,20,184,68,116,47
1,5.0,4.0,1.61,2,1,7,8,18,112,31,149,58,4,3,3,16,13,145,45,115,44
0,1.85,3.8,3.8,5,3,2,21,9,178,67,122,36,8,2,0,22,10,160,68,140,46
1,1.9,3.8,3.5,3,2,5,11,15,141,42,119,42,4,3,3,11,11,127,44,129,37
2,1.45,4.5,6.5,6,0,4,22,11,220,71,107,43,7,0,3,17,9,148,55,112,35
0,2.3,3.5,2.87,2,4,4,8,16,106,35,147,49,3,3,4,14,20,125,48,156,63
1,1.12,7.5,21.0,7,0,3,16,9,150,53,112,38,1,5,4,8,20,74,34,180,60
1,1.85,3.6,3.8,4,2,4,11,15,127,45,128,40,4,4,2,10,9,107,35,149,49
1,1.57,4.33,5.0,4,3,3,18,11,163,53,121,39,2,3,5,8,14,100,35,130,54
2,5.25,4.75,1.5,2,3,5,16,20,187,71,111,46,5,0,5,18,12,212,65,108,41
1,1.57,4.2,5.25,4,3,3,17,12,140,46,120,42,4,2,4,16,12,143,46,119,38
1,1.44,4.5,6.5,8,2,0,22,10,161,68,136,47,5,3,2,14,11,101,38,172,49
1,1.45,4.5,5.5,2,3,5,7,10,114,39,138,49,2,1,7,9,19,115,33,148,56
2,3.2,3.3,2.25,4,2,4,9,9,133,35,105,30,5,3,2,21,9,177,65,123,40
2,2.54,3.5,2.6,3,3,4,14,19,107,33,173,54,1,1,8,6,21,115,36,126,54
1,1.08,11.0,21.0,8,1,1,28,4,189,78,109,36,2,4,4,17,19,112,40,128,54
1,1.2,7.0,11.0,3,3,4,20,18,160,66,129,60,3,1,6,11,21,122,40,168,72
1,2.87,3.6,2.3,1,2,7,11,24,83,30,147,50,6,2,2,24,20,134,62,160,63
1,1.3,5.75,8.5,10,0,0,38,4,187,84,95,30,4,3,3,16,12,158,54,114,41
1,2.62,3.5,2.5,2,4,4,18,21,132,52,134,49,3,2,5,10,15,158,47,106,39
0,1.5,4.33,6.0,3,4,3,23,24,115,51,140,53,2,3,5,11,25,139,54,153,66
1,1.57,4.0,5.5,4,3,3,11,12,134,39,129,46,3,3,4,14,21,123,41,144,47
2,2.0,3.6,3.5,3,2,5,8,15,150,47,116,42,2,4,4,17,20,100,34,142,63
1,2.1,3.5,3.3,1,4,5,10,25,146,55,156,67,2,2,6,13,20,87,28,139,43
2,12.0,6.0,1.22,2,1,7,9,22,116,35,172,72,10,0,0,35,4,187,80,96,29
1,2.0,3.4,3.7,3,3,4,11,12,151,47,117,41,5,3,2,14,8,142,42,126,41
1,2.0,3.6,3.5,4,3,3,11,10,116,32,155,46,3,3,4,20,20,131,52,131,50
2,4.5,3.7,1.75,3,3,4,13,22,120,41,148,47,3,3,4,16,18,149,60,127,56
2,13.0,7.0,1.18,3,2,5,15,22,104,34,170,56,9,0,1,29,3,193,81,101,34
1,2.25,3.4,3.1,2,1,7,9,18,119,38,122,50,2,5,3,21,23,125,54,139,55
2,5.0,4.0,1.61,6,1,3,24,21,144,65,152,58,6,2,2,20,13,155,65,129,44
1,2.37,3.4,2.87,3,3,4,21,21,138,51,125,48,5,1,4,20,21,142,61,149,58
2,17.0,8.5,1.12,1,2,7,10,22,87,28,151,49,9,0,1,35,4,204,84,105,36
1,1.18,7.0,13.0,10,0,0,37,4,192,79,96,25,2,4,4,20,24,122,53,130,56
2,1.9,3.6,3.75,3,2,5,10,16,153,50,114,43,3,3,4,11,19,107,34,139,42
2,1.95,3.6,3.75,2,4,4,11,21,151,56,147,62,3,2,5,16,26,108,35,176,62
1,1.28,6.0,8.0,7,2,1,22,11,157,66,135,42,3,1,6,11,17,115,39,119,50
1,1.25,5.5,12.0,4,3,3,13,10,148,47,126,42,2,1,7,10,23,119,35,187,76
0,4.2,4.0,1.75,4,3,3,13,12,120,37,157,45,3,3,4,13,17,141,54,119,49
2,3.4,3.5,2.04,2,4,4,19,22,98,35,147,66,4,2,4,12,12,148,48,123,45
0,5.75,4.0,1.55,3,2,5,16,27,107,35,181,62,5,2,3,17,9,149,49,120,42
2,1.4,5.0,6.5,3,3,4,15,19,140,58,115,49,1,4,5,15,25,93,32,152,70
2,3.75,3.6,1.9,2,1,7,10,27,114,33,197,79,3,2,5,11,17,148,49,113,45
1,2.0,3.6,3.5,2,4,4,17,22,113,48,145,61,4,3,3,23,18,139,57,127,45
0,1.44,4.75,6.0,5,1,4,15,13,146,52,113,46,2,4,4,12,18,162,57,134,55
1,1.08,11.0,21.0,9,0,1,33,4,198,79,104,37,3,3,4,11,20,109,36,138,43
1,3.2,3.4,2.2,7,2,1,20,11,148,67,136,43,10,0,0,38,3,205,84,82,20
1,1.5,4.2,6.0,2,1,7,10,18,113,39,123,53,1,2,7,10,23,80,28,157,51
1,1.95,3.6,3.6,5,1,4,20,19,150,61,151,60,4,4,2,15,13,120,39,156,43
1,1.22,6.0,12.0,7,2,1,17,9,149,66,135,43,4,3,3,15,16,118,41,157,47
2,4.33,4.0,1.72,4,2,4,23,20,145,60,131,49,3,3,4,13,18,139,57,100,39
1,1.08,10.0,23.0,9,0,1,33,4,201,79,90,23,3,3,4,17,26,105,35,187,64
0,1.5,4.5,6.0,2,3,5,8,23,101,32,156,51,2,0,8,9,28,105,27,197,77
2,2.2,3.4,3.2,2,4,4,16,19,95,34,152,67,3,3,4,19,22,123,53,141,62
2,15.0,6.5,1.18,3,2,5,12,17,165,52,103,43,9,0,1,34,5,213,83,91,33
2,7.0,4.75,1.4,2,4,4,12,18,143,50,145,57,7,2,1,17,8,156,67,131,40
1,5.5,4.0,1.57,1,2,7,10,24,79,27,156,52,5,2,3,16,10,149,53,104,42
1,1.53,4.33,5.5,5,2,3,19,11,157,53,122,44,5,1,4,21,18,149,55,143,56
0,2.7,3.4,2.5,4,2,4,15,19,102,38,176,52,3,1,6,15,19,118,46,120,50
2,2.04,3.5,3.4,2,3,5,15,22,79,29,156,74,2,4,4,8,16,112,33,138,46
1,1.18,6.5,15.0,4,2,4,15,17,136,60,106,40,3,2,5,15,30,91,31,189,66
2,8.0,4.75,1.36,4,1,5,17,18,153,51,144,55,9,0,1,32,4,197,77,87,21
1,1.36,4.5,9.0,4,2,4,15,12,155,53,103,40,3,3,4,13,18,102,38,172,54
0,1.6,4.0,5.5,3,2,5,13,19,169,53,108,45,2,2,6,10,22,76,27,159,52
1,1.05,13.0,29.0,9,0,1,35,6,210,84,100,38,2,1,7,8,26,100,30,201,74
2,1.22,5.75,13.0,8,1,1,20,8,179,76,132,43,3,2,5,20,21,148,60,125,51
2,1.57,4.0,5.5,3,2,5,15,16,121,48,115,51,1,4,5,11,21,145,54,162,65
2,3.2,3.4,2.2,4,3,3,21,18,132,58,136,56,6,2,2,21,10,154,54,126,45
1,2.45,3.4,2.75,2,3,5,11,20,99,34,183,57,2,3,5,12,19,173,54,112,45
2,2.87,3.75,2.2,3,1,6,13,29,86,26,208,73,3,1,6,13,22,138,42,147,59
0,2.2,3.5,3.1,4,1,5,18,17,149,57,139,53,3,2,5,15,15,124,50,107,43
1,3.0,3.5,2.25,2,3,5,10,19,83,29,161,52,4,2,4,20,18,132,59,133,51
1,1.36,5.25,7.0,9,0,1,33,4,199,77,84,18,4,2,4,14,17,144,61,105,40
0,5.0,4.33,1.57,3,3,4,10,15,108,34,131,45,7,1,2,19,10,182,75,131,46
2,2.4,3.4,2.8,2,4,4,13,21,149,54,161,66,2,2,6,11,21,75,26,153,71
0,6.5,4.5,1.44,2,1,7,8,30,90,28,209,81,5,1,4,16,12,157,53,103,38
2,9.5,5.25,1.3,7,2,1,24,11,151,56,113,42,10,0,0,43,3,230,97,89,32
1,1.3,5.5,9.0,5,2,3,17,12,167,55,98,36,2,1,7,12,32,90,28,216,75
1,1.9,3.8,3.6,4,1,5,13,18,140,62,110,45,7,1,2,24,13,152,56,115,43
2,1.95,3.5,3.75,3,3,4,11,16,113,37,134,50,3,3,4,13,19,104,36,182,56
1,2.15,3.6,3.1,3,2,5,14,14,124,49,113,45,3,1,6,14,21,145,42,144,55
1,5.5,4.0,1.57,2,2,6,10,19,172,52,116,48,6,2,2,19,11,177,74,133,46
0,1.05,13.0,29.0,10,0,0,44,4,230,100,82,29,4,1,5,21,21,129,62,157,61
0,13.0,6.5,1.2,2,4,4,12,21,144,48,156,63,9,0,1,34,5,201,81,85,20
1,3.2,3.8,2.05,1,2,7,8,31,80,26,220,84,4,2,4,18,15,147,56,137,54
1,1.95,3.5,3.75,3,2,5,12,19,75,25,140,66,3,3,4,14,19,105,39,157,52
0,2.5,3.4,2.7,3,3,4,13,19,100,36,150,51,2,3,5,12,20,124,42,142,55
1,2.05,3.6,3.3,2,1,7,14,33,94,28,210,80,2,2,6,13,27,90,34,203,73
2,2.0,4.0,3.2,3,1,6,14,20,148,42,143,55,2,2,6,11,20,165,55,124,52
1,1.14,8.5,13.0,8,1,1,32,7,191,77,88,22,4,2,4,17,13,134,52,111,44
2,1.95,3.5,3.8,4,3,3,17,17,117,44,178,56,2,4,4,11,20,138,46,158,61
1,4.2,4.0,1.72,6,1,3,19,13,181,73,136,49,9,1,0,43,8,235,98,89,35
1,3.4,3.75,2.0,4,1,5,16,17,142,53,143,59,5,2,3,16,14,164,58,103,36
2,3.6,3.8,1.9,3,2,5,20,25,117,57,176,69,5,1,4,16,13,145,62,102,38
2,1.44,4.33,7.0,6,1,3,22,15,148,55,116,43,4,1,5,13,18,74,25,135,59
1,2.37,3.6,2.75,2,2,6,12,26,92,34,188,64,3,3,4,12,18,114,37,150,50
1,1.08,10.0,23.0,8,1,1,41,14,233,95,96,40,3,3,4,17,20,111,44,177,59
1,1.25,6.0,10.0,6,1,3,17,11,153,62,92,32,3,4,3,14,16,141,47,145,53
0,1.72,3.8,4.5,5,2,3,17,14,151,56,113,41,3,2,5,20,23,109,53,180,67
2,2.45,3.3,2.8,5,0,5,12,16,73,24,147,61,4,2,4,17,11,128,49,110,42
1,2.05,3.6,3.3,2,4,4,13,19,120,42,140,52,2,1,7,10,21,150,38,141,55
1,10.0,6.0,1.25,2,1,7,14,33,95,29,199,76,6,1,3,22,15,184,71,134,51
1,1.12,9.0,15.0,8,1,1,28,8,174,68,85,19,4,1,5,15,17,136,48,143,61
1,2.87,3.6,2.3,3,2,5,13,17,157,54,122,45,5,1,4,20,15,151,54,110,37
2,6.0,4.5,1.45,3,2,5,11,20,117,36,156,57,7,1,2,20,8,158,64,84,26
1,1.11,9.0,19.0,6,1,3,23,14,189,74,116,46,2,2,6,11,25,102,39,184,62
0,2.05,3.6,3.3,2,3,5,19,23,112,53,178,63,4,1,5,16,19,152,53,124,46
1,13.0,6.5,1.2,2,0,8,9,22,153,38,131,56,8,1,1,44,14,228,96,92,39
1,2.25,3.5,3.0,3,2,5,16,25,110,43,172,62,5,0,5,13,17,78,28,140,58
1,2.75,3.3,2.5,3,3,4,13,20,116,39,160,60,3,3,4,14,18,117,45,144,52
1,1.75,3.75,4.5,4,1,5,14,20,133,46,151,66,3,1,6,15,30,91,30,199,75
1,2.37,3.4,2.9,5,2,3,18,10,126,51,104,41,4,3,3,17,15,152,53,117,45
0,6.0,4.2,1.57,4,1,5,22,19,142,50,121,42,8,1,1,31,7,175,74,78,16
1,2.45,3.5,2.7,3,3,4,16,18,118,43,145,53,4,2,4,17,17,156,55,115,44
1,1.25,5.75,12.0,7,1,2,22,8,156,66,91,29,3,2,5,15,24,114,43,165,62
0,8.0,5.25,1.33,2,3,5,19,23,103,51,175,63,7,2,1,32,9,184,72,77,18
1,1.8,3.8,4.0,3,0,7,9,20,140,35,144,61,4,1,5,15,21,128,46,159,69
1,1.53,4.0,6.0,4,3,3,18,16,152,53,111,42,5,0,5,14,17,85,33,134,54
1,1.03,15.0,41.0,7,1,2,42,15,229,93,97,41,2,2,6,9,22,118,37,151,60
1,2.3,3.6,2.87,3,1,6,14,30,99,33,196,73,4,2,4,15,21,114,39,155,57
2,4.33,4.2,1.7,2,2,6,11,28,112,41,194,72,3,2,5,21,21,134,48,133,41
1,5.0,3.75,1.7,5,2,3,16,9,119,46,101,38,6,1,3,25,14,201,83,114,45
2,2.7,3.6,2.4,3,1,6,13,25,117,42,167,65,4,0,6,15,18,147,44,139,59
2,3.0,3.4,2.3,4,1,5,13,24,122,46,170,75,2,4,4,21,23,109,52,188,65
0,3.6,3.8,1.9,2,2,6,9,25,117,36,165,63,5,2,3,15,9,129,48,101,37
0,1.33,5.5,8.0,4,2,4,21,19,130,44,130,39,4,1,5,15,24,98,36,181,66
2,1.53,4.33,5.75,4,2,4,15,15,148,52,114,43,2,2,6,10,25,116,42,181,68
2,15.0,8.0,1.16,4,3,3,17,17,116,45,149,55,7,1,2,40,14,233,92,90,40
2,4.0,3.6,1.85,3,2,5,14,23,109,36,160,60,4,3,3,19,17,155,57,111,40
0,1.53,4.33,5.5,6,3,1,30,10,186,72,77,19,5,1,4,24,15,191,77,125,49
1,5.5,4.33,1.53,4,0,6,13,18,93,35,134,56,7,1,2,24,8,167,74,97,31
0,2.15,3.6,3.1,3,2,5,13,20,122,45,171,65,3,3,4,15,20,112,38,153,62
2,13.0,7.0,1.18,3,2,5,13,23,92,35,193,71,5,4,1,28,11,178,71,87,25
2,2.8,3.6,2.3,5,0,5,16,15,139,44,152,56,3,3,4,16,19,137,46,128,39
1,1.36,5.0,7.5,4,3,3,19,16,162,57,107,37,2,3,5,9,22,125,35,162,61
1,1.22,7.0,10.0,7,0,3,23,8,160,72,101,34,3,1,6,12,28,119,41,178,84
1,1.16,7.5,13.0,4,2,4,23,15,191,78,133,54,3,2,5,13,24,96,34,169,64
1,1.61,3.75,5.5,5,3,2,15,8,132,48,100,32,3,1,6,12,22,136,44,151,60
1,1.8,3.8,4.0,3,4,3,25,22,127,64,172,58,5,0,5,14,16,98,37,133,54
0,1.75,3.75,4.5,4,2,4,18,17,131,45,125,38,5,3,2,13,8,131,46,102,31
2,2.37,3.4,2.9,3,4,3,15,16,118,38,136,52,3,4,3,26,23,120,60,171,58
1,1.05,13.0,26.0,6,4,0,29,9,184,72,80,21,2,3,5,8,21,125,36,164,60
1,2.0,3.4,3.75,3,1,6,13,21,141,45,142,58,3,1,6,10,22,88,32,189,68
1,1.75,4.0,4.2,4,0,6,14,20,104,38,128,52,3,3,4,14,19,132,47,159,59
1,1.02,17.0,34.0,7,1,2,42,15,234,98,95,38,3,1,6,13,29,114,42,181,81
0,3.2,3.5,2.15,3,1,6,12,27,100,33,168,67,4,0,6,13,19,125,39,159,60
0,3.8,3.5,1.9,5,2,3,22,16,159,57,106,37,4,2,4,23,14,187,80,141,56
0,4.5,3.75,1.72,4,2,4,13,15,147,51,111,40,8,0,2,27,8,165,71,103,36
1,1.05,13.0,26.0,7,1,2,41,14,224,94,96,37,3,3,4,11,15,132,46,121,45
1,2.05,3.6,3.3,3,1,6,13,30,108,40,194,83,3,2,5,12,24,102,32,138,56
2,1.25,6.5,10.0,3,3,4,20,14,174,75,148,57,5,0,5,16,17,117,46,114,43
2,1.5,5.0,5.0,3,4,3,24,24,116,58,185,64,3,2,5,16,22,129,44,161,65
1,3.0,3.6,2.2,4,1,5,13,17,113,37,161,60,5,3,2,22,15,163,60,114,40
2,4.5,3.8,1.72,1,3,6,6,22,119,32,169,63,3,3,4,15,16,134,43,122,38
1,4.75,4.75,1.55,7,1,2,24,8,171,70,99,36,7,1,2,39,14,227,95,87,33
2,3.0,3.5,2.25,3,1,6,10,17,99,35,182,66,3,3,4,11,13,123,42,124,46
1,1.66,4.0,4.75,5,3,2,13,8,132,45,105,28,3,3,4,17,19,121,42,143,56
2,9.0,6.5,1.25,4,0,6,14,21,145,45,145,57,6,4,0,25,9,181,71,83,21
1,1.4,5.0,6.5,7,1,2,23,7,159,66,107,39,6,3,1,13,6,134,45,99,26
0,3.5,3.6,2.0,2,3,5,14,20,121,39,148,58,4,3,3,22,17,170,62,115,46
2,2.6,3.8,2.4,4,2,4,19,14,133,46,135,52,5,1,4,16,15,113,43,169,58
1,1.57,4.33,5.0,3,4,3,22,24,115,56,183,65,3,1,6,9,17,98,33,173,62
1,1.61,4.2,4.75,6,0,4,19,16,119,50,127,46,3,1,6,14,31,109,41,180,79
1,1.66,4.2,4.5,6,1,3,31,15,207,84,101,39,6,4,0,22,9,177,69,88,26
0,2.6,3.3,2.62,1,2,7,6,26,114,30,170,63,4,0,6,13,20,151,50,140,59
1,3.0,3.5,2.25,3,3,4,16,14,142,45,120,33,3,3,4,22,15,168,74,147,60
1,1.57,4.0,5.75,4,2,4,13,13,127,45,117,44,2,2,6,11,26,101,33,139,56
1,1.44,4.2,7.5,6,2,2,13,7,127,42,95,24,4,1,5,18,14,131,46,123,48
2,2.37,3.6,2.75,5,1,4,15,16,100,40,168,59,6,0,4,20,18,124,53,124,48
0,2.87,3.6,2.3,4,3,3,23,18,162,64,113,45,8,1,1,23,4,157,64,101,33
2,2.0,3.5,3.6,3,1,6,9,15,102,34,164,61,0,3,7,3,25,95,23,175,62
2,17.0,9.0,1.11,2,2,6,11,27,103,34,144,59,6,1,3,31,15,206,84,104,40
0,2.25,3.6,2.87,3,0,7,16,34,104,41,180,80,2,3,5,15,21,120,38,147,61
2,3.6,3.6,1.95,3,1,6,12,21,145,47,145,63,4,3,3,18,13,146,48,118,30
1,1.33,5.0,9.0,3,2,5,22,16,169,72,146,60,4,4,2,21,20,120,57,168,58
1,1.16,7.5,13.0,5,4,1,20,11,174,64,93,29,5,2,3,16,11,134,50,111,41
1,3.4,4.0,1.9,2,4,4,13,17,110,31,146,55,5,3,2,24,12,153,52,121,32
0,5.0,4.33,1.57,3,1,6,13,14,126,41,132,53,7,2,1,22,6,155,65,101,32
1,1.5,4.0,7.0,6,2,2,11,7,125,44,101,26,3,1,6,8,14,107,37,170,64
1,1.66,4.0,4.75,5,1,4,18,17,107,43,164,61,1,3,6,5,24,113,35,178,63
2,7.5,6.5,1.28,6,0,4,22,21,127,57,134,53,7,0,3,32,13,196,85,107,34
1,2.8,3.4,2.4,2,1,7,11,30,112,35,147,65,4,3,3,17,19,115,49,165,58
0,4.5,4.0,1.7,3,4,3,22,18,160,58,112,47,6,3,1,22,9,173,68,91,28
2,6.0,4.33,1.5,2,1,7,10,25,142,44,146,63,4,2,4,24,13,180,75,138,54
1,1.57,4.2,5.25,4,2,4,13,14,123,44,111,43,3,1,6,15,29,112,40,172,72
0,2.2,3.4,3.2,1,2,7,4,24,99,31,191,66,2,1,7,10,28,114,35,136,60
1,1.05,13.0,31.0,8,0,2,34,8,194,83,100,29,2,1,7,6,15,108,36,167,64
2,1.25,5.75,11.0,6,3,1,21,7,142,61,105,35,3,3,4,17,16,114,35,142,55
1,1.25,6.5,9.0,4,2,4,21,11,175,75,138,50,6,1,3,19,15,113,44,161,57
0,2.37,3.4,2.9,2,1,7,13,33,99,34,180,77,2,1,7,8,25,141,40,150,67
0,2.37,3.4,2.9,4,3,3,17,19,115,51,157,55,7,2,1,11,5,130,46,97,21
1,1.07,11.0,23.0,5,4,1,23,11,177,71,102,32,3,2,5,14,13,122,41,133,55
0,2.05,3.6,3.3,5,3,2,24,16,151,51,126,36,3,5,2,24,19,165,58,112,50
1,2.0,3.6,3.5,5,0,5,22,25,133,59,129,53,4,2,4,16,14,133,50,99,39
1,1.95,3.75,3.5,6,1,3,20,15,116,44,169,62,4,3,3,16,18,117,50,156,58
1,3.8,3.6,1.9,2,2,6,11,24,126,46,137,56,5,4,1,21,12,150,48,117,36
1,1.75,4.33,3.75,5,2,3,22,10,184,82,142,48,5,3,2,18,10,158,63,113,40
2,8.5,6.0,1.28,6,3,1,10,5,130,47,100,22,8,0,2,34,10,193,85,105,32
1,1.6,4.0,5.25,3,5,2,22,17,162,60,107,45,3,2,5,12,13,120,47,104,42
1,2.05,3.6,3.3,2,2,6,9,20,152,42,140,61,2,2,6,12,15,104,31,149,63
0,3.6,3.5,2.0,1,1,8,6,20,107,35,176,72,6,0,4,23,23,135,62,123,50
1,2.1,3.75,3.1,2,2,6,14,29,105,39,175,69,1,3,6,5,22,110,34,183,66
1,1.1,9.0,21.0,5,4,1,20,12,183,70,100,33,3,3,4,18,18,111,33,167,63
1,1.2,7.0,11.0,9,0,1,35,9,187,83,109,32,4,5,1,25,16,165,64,110,45
1,1.28,5.75,9.0,4,3,3,16,12,149,57,121,48,6,1,3,21,16,119,49,166,65
1,2.1,3.75,3.2,2,2,6,13,15,105,34,135,56,2,2,6,10,22,121,47,138,58
0,1.83,4.0,3.8,4,2,4,16,19,128,56,153,59,2,2,6,11,20,151,45,144,61
2,7.5,5.0,1.36,1,3,6,6,21,118,34,186,63,5,2,3,20,11,174,77,136,48
1,1.36,5.25,7.0,5,3,2,19,12,157,50,104,39,2,2,6,12,29,112,38,175,65
1,1.83,4.0,3.75,3,3,4,17,18,104,31,174,67,1,2,7,6,17,101,31,175,70
2,6.0,5.5,1.4,6,1,3,23,22,136,61,120,47,6,3,1,21,11,182,76,99,31
1,2.25,3.6,2.9,3,1,6,12,16,117,44,106,43,5,3,2,8,5,134,46,109,26
1,1.12,8.0,19.0,9,0,1,34,11,174,81,112,34,5,3,2,20,13,171,53,106,39
1,3.8,4.0,1.8,4,3,3,15,13,146,54,116,50,7,2,1,22,9,171,75,92,28
2,1.16,7.5,13.0,6,2,2,24,10,197,81,120,42,3,3,4,19,19,112,36,180,67
1,1.45,4.5,6.5,4,3,3,9,8,129,43,121,30,2,2,6,13,25,117,36,176,59
1,1.66,4.0,4.75,4,2,4,16,19,130,59,136,56,1,3,6,6,20,117,33,180,57
2,1.7,4.33,4.0,5,1,4,16,18,104,41,171,67,0,2,8,5,19,107,29,173,72
1,1.33,5.0,8.5,3,5,2,24,18,154,59,117,49,3,2,5,14,14,98,33,140,57
2,1.61,4.33,4.75,6,1,3,21,22,126,56,113,44,2,2,6,9,21,121,46,133,54
2,1.7,3.8,4.75,4,1,5,15,17,121,45,118,45,2,3,5,13,19,146,47,137,57
1,3.0,3.6,2.25,4,3,3,20,14,114,40,192,63,5,1,4,21,24,121,54,117,45
1,5.5,4.75,1.5,1,1,8,10,23,116,35,162,74,5,3,2,15,11,149,51,118,49
1,4.2,3.8,1.75,3,2,5,12,20,131,51,123,51,5,2,3,12,8,132,47,122,31
2,7.0,5.25,1.36,2,2,6,11,24,119,35,170,54,6,1,3,23,11,212,82,112,37
2,17.0,13.0,1.08,2,2,6,12,20,98,31,148,63,9,0,1,33,11,182,82,113,37
0,2.7,3.5,2.45,1,2,7,7,22,121,37,186,57,4,1,5,17,18,120,48,120,48
1,1.14,7.5,17.0,7,1,2,21,9,166,70,91,24,4,1,5,19,23,116,48,155,69
1,1.57,4.0,5.5,5,2,3,21,17,153,49,128,49,4,2,4,14,18,127,50,141,58
2,3.75,4.0,1.85,3,3,4,17,20,131,49,142,60,3,5,2,27,19,156,61,124,51
1,1.3,5.5,9.0,7,0,3,22,17,193,73,87,33,4,3,3,16,13,120,41,112,40
2,2.6,3.5,2.55,4,1,5,12,16,114,38,152,44,5,1,4,10,17,141,51,126,46
1,2.5,3.4,2.7,4,2,4,12,17,99,37,156,46,2,4,4,10,15,103,37,127,45
1,1.36,4.75,7.5,6,2,2,21,11,142,50,118,41,5,3,2,14,12,108,36,155,61
2,2.45,3.5,2.7,2,4,4,13,15,108,33,154,49,4,0,6,18,25,111,44,145,56
1,2.2,3.5,3.3,4,3,3,17,16,114,44,126,48,3,2,5,11,15,141,51,114,40
0,2.3,3.5,3.0,5,2,3,15,12,110,45,142,38,3,1,6,12,18,101,34,167,50
2,2.2,3.5,3.2,5,3,2,15,13,111,36,153,59,1,4,5,8,15,111,33,128,51
2,2.1,3.6,3.25,1,1,8,6,19,109,26,155,57,5,0,5,18,23,119,46,154,52
0,1.72,3.75,4.75,1,4,5,8,17,103,31,139,51,1,4,5,12,16,121,34,149,49
2,10.0,5.75,1.28,2,3,5,12,21,84,35,172,58,7,0,3,25,19,194,79,88,35
1,1.9,3.75,3.8,7,1,2,26,13,194,63,93,35,5,0,5,22,17,136,62,91,38
1,3.0,3.5,2.3,5,1,4,11,18,153,54,117,42,6,2,2,22,12,139,49,120,43
0,1.07,13.0,23.0,7,2,1,32,2,193,74,90,30,5,1,4,17,21,134,48,162,60
1,1.4,5.0,7.0,7,0,3,25,19,190,80,88,32,6,1,3,13,16,155,56,110,40
2,2.6,3.5,2.55,2,3,5,10,14,110,34,124,47,5,2,3,17,15,116,46,127,47
0,1.33,5.0,9.0,5,0,5,22,17,126,61,104,44,4,3,3,14,13,119,49,144,43
1,1.6,4.2,5.25,3,2,5,11,14,145,51,110,39,1,3,6,11,24,86,32,180,66
2,2.3,3.4,3.1,5,2,3,17,19,128,47,162,56,1,4,5,9,18,105,34,140,52
1,1.16,7.0,13.0,7,1,2,23,13,193,62,96,36,1,1,8,7,19,106,29,160,58
1,1.95,3.6,3.6,2,2,6,10,17,109,36,167,54,4,3,3,12,16,106,32,146,58
2,15.0,7.0,1.16,1,5,4,11,14,110,32,153,51,7,2,1,31,1,213,76,79,29
1,4.0,4.0,1.8,6,0,4,19,20,124,46,143,48,6,1,3,23,14,140,51,126,48
